Matched Shingle,Entity,Search Query,Visits,Conversion,Revenue
everywhere,Collections,everywhere belt,7718,22.48%,"$81,554.05"
black,Color name,black align leggings,8601,15.97%,"$145,386.55"
align,Collections,black align leggings,8601,15.97%,"$145,386.55"
leggings,Category,black align leggings,8601,15.97%,"$145,386.55"
water bottles,Category,water bottles,6773,7.58%,"$25,754.50"
surge,Collections,surge jogger,8433,23.66%,"$227,822.52"
joggers,Category,womens joggers,7580,15.10%,"$127,359.00"
align,Collections,align flare,11854,15.34%,"$207,026.20"
leggings,Category,sale leggings,10088,17.11%,"$133,036.45"
swiftly,Collections,swiftly tech race length,9376,17.94%,"$127,261.90"
pants,Category,crop pants,4256,8.62%,"$44,882.51"
scuba,Collections,scuba full zip hoodie,10538,25.53%,"$312,918.65"
full,Size,scuba full zip hoodie,10538,25.53%,"$312,918.65"
scuba,Collections,scuba jacket,9091,12.54%,"$137,285.20"
maldives green,Color name,maldives green,5005,5.25%,"$18,067.00"
green,Color Family,maldives green,5005,5.25%,"$18,067.00"
golf,Activity,golf shorts,5714,17.13%,"$110,020.30"
shorts,Category,golf shorts,5714,17.13%,"$110,020.30"
tennis,Activity,tennis women's,3893,7.99%,"$29,378.45"
black,Color name,black skirt,5553,10.37%,"$47,217.75"
black,Color name,black,7097,5.08%,"$33,124.20"
hair accessories,Category,hair accessories,7453,20.15%,"$36,087.18"
accessories,Category,hair accessories,7453,20.15%,"$36,087.18"
short,Length,fast and free short,5885,7.17%,"$30,689.80"
yellow,Color Family,yellow,6148,7.68%,"$31,539.90"
hiking,Activity,women's hiking,3510,5.69%,"$19,599.95"
dance,Activity,dance studio jogger,8208,15.10%,"$126,648.46"
dance studio,Collections,dance studio jogger,8208,15.10%,"$126,648.46"
running,Activity,women's running shorts,4517,10.30%,"$36,169.20"
shorts,Category,women's running shorts,4517,10.30%,"$36,169.20"
at ease,Collections,at ease short,6116,12.76%,"$57,761.48"
short,Length,at ease short,6116,12.76%,"$57,761.48"
joggers,Category,men’s joggers,5878,13.33%,"$100,257.70"
neon,Color Family,neon,4399,6.40%,"$19,666.10"
energy,Collections,energy sports bra,7395,18.75%,"$84,341.27"
blue,Color Family,blue shorts,5008,3.22%,"$10,677.60"
shorts,Category,blue shorts,5008,3.22%,"$10,677.60"
highlight yellow,Color name,highlight yellow,4350,10.03%,"$21,064.75"
yellow,Color Family,highlight yellow,4350,10.03%,"$21,064.75"
align,Collections,super high rise align,5877,10.92%,"$65,671.85"
restfeel,Collections,restfeel women's slide,8379,20.04%,"$100,028.38"
full,Size,full zip scuba,7728,11.58%,"$105,103.90"
scuba,Collections,full zip scuba,7728,11.58%,"$105,103.90"
hotty hot,Collections,hotty hot 25,9896,18.27%,"$136,700.90"
25,Size,hotty hot 25,9896,18.27%,"$136,700.90"
yoga,Activity,flared yoga pants,4510,3.70%,"$19,180.30"
pants,Category,flared yoga pants,4510,3.70%,"$19,180.30"
black,Color name,black sports bra,4734,10.95%,"$30,231.95"
shorts,Category,shorts women's,4278,8.48%,"$27,742.80"
wunder train,Collections,wunder train shorts,4769,7.64%,"$23,042.95"
shorts,Category,wunder train shorts,4769,7.64%,"$23,042.95"
dance,Activity,dance studio mid rise,14232,31.29%,"$519,683.80"
dance studio,Collections,dance studio mid rise,14232,31.29%,"$519,683.80"
accessories,Category,women's accessories,5622,13.46%,"$32,065.10"
shorts,Category,sale shorts,4515,11.04%,"$26,656.50"
ready to rulu,Collections,ready to rulu,5372,10.72%,"$49,392.26"
pants,Category,womens pants,5636,10.90%,"$77,733.75"
leggings,Category,leggings black camo,3957,5.34%,"$21,871.85"
black,Color name,leggings black camo,3957,5.34%,"$21,871.85"
align,Collections,align high rise short,6504,28.63%,"$121,278.85"
short,Length,align high rise short,6504,28.63%,"$121,278.85"
capris,Category,women's capris,4121,11.77%,"$57,524.85"
swiftly,Collections,swiftly race length,5793,11.46%,"$50,119.95"
define,Collections,nulu define jacket,6410,12.60%,"$94,038.95"
ebb to street,Collections,ebb to street cropped,6022,11.51%,"$45,016.42"
cropped,Length,ebb to street cropped,6022,11.51%,"$45,016.42"
shorts,Category,shorts sale,3524,7.57%,"$15,623.55"
cropped,Length,cropped swiftly,7067,6.61%,"$35,187.15"
swiftly,Collections,cropped swiftly,7067,6.61%,"$35,187.15"
shirts,Category,men’s shirts,4371,10.84%,"$42,918.80"
short,Length,High Rise short,4339,11.83%,"$38,047.20"
golf,Activity,golf shirt,4986,13.30%,"$52,682.55"
tennis,Activity,tennis bag,7172,7.96%,"$81,710.75"
city sweat,Collections,city sweat jogger,7867,27.46%,"$247,832.15"
Hotty Hot,Collections,Hotty Hot High-Rise,5826,15.01%,"$64,642.82"
abc,Collections,abc slim fit,7160,25.18%,"$268,004.75"
sonic pink,Color name,sonic pink shorts,4127,5.70%,"$14,792.25"
pink,Color Family,sonic pink shorts,4127,5.70%,"$14,792.25"
shorts,Category,sonic pink shorts,4127,5.70%,"$14,792.25"
shoes,Category,shoes women's,5984,14.10%,"$73,721.95"
headbands,Attribute,headbands,5372,17.11%,"$21,119.15"
short,Length,track that short,4609,7.53%,"$25,898.75"
all yours,Collections,all yours tee,5393,8.19%,"$30,079.20"
short,Length,inner glow high-rise short,5685,8.45%,"$33,191.15"
yoga,Activity,yoga pant,7013,14.81%,"$118,115.85"
invigorate,Collections,invigorate,5799,8.97%,"$33,013.30"
align,Collections,wide leg align,6017,8.56%,"$55,657.40"
wunder under,Collections,wunder under leggings,4165,3.54%,"$11,421.50"
leggings,Category,wunder under leggings,4165,3.54%,"$11,421.50"
women,Category,women pants,4498,8.18%,"$46,696.85"
pants,Category,women pants,4498,8.18%,"$46,696.85"
swiftly,Collections,swiftly relaxed long sleeve,6553,25.08%,"$140,212.20"
long,Length,swiftly relaxed long sleeve,6553,25.08%,"$140,212.20"
wunder train,Collections,wunder train contour fit,5274,13.55%,"$65,125.95"
contour,Color name,wunder train contour fit,5274,13.55%,"$65,125.95"
fundamental,Collections,fundamental,5847,16.99%,"$66,356.60"
drysense,Collections,drysense short sleeve,5673,21.40%,"$86,641.32"
short,Length,drysense short sleeve,5673,21.40%,"$86,641.32"
abc,Collections,abc pant,7327,19.33%,"$203,579.35"
black,Color name,black backpack,4910,15.30%,"$71,317.85"
everywhere,Collections,everywhere belt bag 2l,11478,38.57%,"$221,866.40"
long,Length,pace rival skirt long,4818,17.02%,"$63,700.40"
white,Color name,white tank top,4720,11.04%,"$32,439.75"
leggings,Category,crop leggings,3639,12.62%,"$48,278.25"
hold tight,Collections,hold tight tank,5488,18.83%,"$54,191.85"
cropped,Length,cropped shirt,4728,6.47%,"$20,507.05"
carnation red,Color name,carnation red,3611,4.88%,"$11,755.35"
red,Color Family,carnation red,3611,4.88%,"$11,755.35"
brown,Color Family,brown leggings,5897,9.89%,"$60,060.25"
leggings,Category,brown leggings,5897,9.89%,"$60,060.25"
pink,Color Family,pink keychain,6482,11.57%,"$17,521.90"
align,Collections,align mini flare,10224,20.09%,"$241,124.00"
mini,Length,align mini flare,10224,20.09%,"$241,124.00"
license to train,Collections,license to train shorts,6466,19.62%,"$113,529.91"
shorts,Category,license to train shorts,6466,19.62%,"$113,529.91"
trench,Color name,trench,4707,8.10%,"$38,965.45"
loungeful,Collections,loungeful,6447,11.36%,"$67,263.40"
scuba,Collections,scuba zip,5191,9.94%,"$57,059.55"
white,Color name,white bra,4319,11.14%,"$28,690.60"
align,Collections,align halter,5734,9.19%,"$34,093.10"
running,Activity,running short,3775,5.82%,"$16,761.95"
short,Length,running short,3775,5.82%,"$16,761.95"
black,Color name,black tank,4235,11.42%,"$28,983.55"
align,Collections,align shirt,4822,5.01%,"$11,493.00"
dance,Activity,studio dance,4658,6.08%,"$32,841.18"
white,Color name,white belt bag,5483,12.85%,"$33,414.40"
align,Collections,align pockets,5596,15.86%,"$110,322.85"
groove,Collections,groove flare leggings,5664,10.57%,"$64,375.95"
leggings,Category,groove flare leggings,5664,10.57%,"$64,375.95"
roasted brown,Color name,roasted brown,3085,4.96%,"$12,347.50"
brown,Color Family,roasted brown,3085,4.96%,"$12,347.50"
graphite grey,Color name,graphite grey,5492,8.21%,"$41,365.85"
grey,Color Family,graphite grey,5492,8.21%,"$41,365.85"
power pivot,Collections,power pivot,4608,4.54%,"$6,130.90"
travel,Size,travel bags,3602,10.06%,"$36,769.35"
bags,Category,travel bags,3602,10.06%,"$36,769.35"
align,Collections,ribbed align leggings,5823,16.49%,"$110,109.30"
leggings,Category,ribbed align leggings,5823,16.49%,"$110,109.30"
leggings,Category,leggings sale,2890,6.61%,"$13,822.40"
align,Collections,align 6,4651,6.94%,"$20,246.45"
6,Size,align 6,4651,6.94%,"$20,246.45"
shorts,Category,shorts men,4184,8.07%,"$29,497.95"
men,Gender,shorts men,4184,8.07%,"$29,497.95"
wunder train,Collections,wunder train contour,5806,15.66%,"$81,059.35"
contour,Color name,wunder train contour,5806,15.66%,"$81,059.35"
black,Color name,black pants,4367,5.16%,"$26,523.69"
pants,Category,black pants,4367,5.16%,"$26,523.69"
pace breaker,Collections,pace breaker 7,5019,20.36%,"$83,281.50"
7,Size,pace breaker 7,5019,20.36%,"$83,281.50"
scuba,Collections,scuba sale,6515,14.23%,"$82,628.05"
speed up,Collections,speed up mid rise,5016,20.31%,"$65,110.10"
joggers,Category,stretch high rise joggers,5117,14.05%,"$79,371.91"
shorts,Category,girls shorts,3569,3.16%,"$8,358.70"
wunder train,Collections,wunder train 23,4926,12.29%,"$57,851.02"
leggings,Category,capri leggings,2590,9.84%,"$29,006.25"
love,Collections,love crewneck,4978,13.67%,"$40,455.25"
mini,Length,mini flare leggings,5260,10.63%,"$66,514.85"
leggings,Category,mini flare leggings,5260,10.63%,"$66,514.85"
Swiftly,Collections,Swiftly tech 2.0,5268,19.49%,"$79,780.65"
pink,Color Family,pink belt bag,6283,17.67%,"$48,671.90"
align,Collections,waist length align tank,4983,16.69%,"$42,356.95"
Groove,Collections,Groove Super-High-Rise Flared Pant,6573,24.65%,"$164,663.55"
align,Collections,align sports bra,4436,13.46%,"$30,637.30"
black,Color name,black crossbody,4105,14.99%,"$33,166.30"
shorts,Category,shorts speed up,3590,7.52%,"$20,134.95"
speed up,Collections,shorts speed up,3590,7.52%,"$20,134.95"
align,Collections,align 21,4563,13.91%,"$59,286.15"
Define,Collections,Define Cropped Jacket,6049,18.19%,"$123,986.75"
Cropped,Length,Define Cropped Jacket,6049,18.19%,"$123,986.75"
black,Color name,black define jacket,9439,16.02%,"$176,924.25"
define,Collections,black define jacket,9439,16.02%,"$176,924.25"
we made too much,Category,men's we made too much,3062,7.55%,"$18,278.80"
scuba,Collections,scuba pants,7170,11.53%,"$102,446.70"
pants,Category,scuba pants,7170,11.53%,"$102,446.70"
leggings,Category,high rise leggings,3630,10.51%,"$40,097.05"
white,Color name,white top,4759,10.58%,"$35,825.70"
swim,Activity,swim trunks,3796,14.37%,"$42,489.75"
swim trunks,Category,swim trunks,3796,14.37%,"$42,489.75"
dance,Activity,dance pant,6555,14.65%,"$118,849.80"
wunder train,Collections,wunder train pockets,4170,11.99%,"$59,078.65"
crossbody bags,Attribute,crossbody bags,8822,31.62%,"$155,132.35"
bags,Category,crossbody bags,8822,31.62%,"$155,132.35"
mint moment,Color name,mint moment,3688,7.00%,"$14,520.00"
underwear,Category,invisiwear underwear,5489,27.21%,"$85,771.65"
faded zap,Color name,faded zap,3569,8.13%,"$17,119.00"
short,Length,pool short,4689,18.11%,"$58,835.47"
dark olive,Color name,dark olive,4603,7.57%,"$31,499.40"
olive,Color Family,dark olive,4603,7.57%,"$31,499.40"
dramatic magenta,Color name,dramatic magenta,11973,16.59%,"$177,058.45"
white,Color name,white jacket,4339,10.64%,"$64,449.60"
license to train,Collections,license to train linerless,4023,16.74%,"$59,377.62"
align,Collections,align super high rise,5141,18.01%,"$91,136.85"
bowline,Collections,bowline short 5”,3985,15.43%,"$50,658.70"
short,Length,bowline short 5”,3985,15.43%,"$50,658.70"
fundamental,Collections,the fundamental t,3980,14.27%,"$43,822.15"
lip gloss,Color name,lip gloss shorts,3473,7.18%,"$17,836.90"
shorts,Category,lip gloss shorts,3473,7.18%,"$17,836.90"
storm teal,Color name,storm teal,18456,18.00%,"$283,330.15"
hiking,Activity,hiking women's,2550,8.04%,"$19,834.25"
black,Color name,black belt bag,6749,21.99%,"$64,110.60"
scuba,Collections,scuba half zip hoodie,5381,14.61%,"$93,066.20"
abc,Collections,abc classic,6575,28.66%,"$274,575.35"
women,Category,women jacket,3852,10.16%,"$53,495.00"
license to train,Collections,license to train shirt,8271,29.32%,"$195,323.90"
pink,Color Family,pink align tank,4330,5.73%,"$16,562.50"
align,Collections,pink align tank,4330,5.73%,"$16,562.50"
women,Category,women joggers,3653,11.32%,"$45,145.50"
joggers,Category,women joggers,3653,11.32%,"$45,145.50"
align,Collections,lululemon align bodysuit,3358,7.63%,"$28,153.45"
hotty hot,Collections,high rise hotty hot,3981,6.64%,"$20,842.90"
mini,Length,mini backpacks,3815,4.55%,"$10,269.95"
backpacks,Attribute,mini backpacks,3815,4.55%,"$10,269.95"
shirts,Category,Women’s shirts,3176,6.41%,"$16,959.50"
underwear,Category,women's underwear,4866,24.61%,"$70,019.15"
short,Length,short sleeve swiftly,3892,5.82%,"$17,103.45"
swiftly,Collections,short sleeve swiftly,3892,5.82%,"$17,103.45"
at ease,Collections,at ease hoodie,7122,25.46%,"$226,981.75"
poolside,Color name,poolside shorts,3040,4.69%,"$10,839.85"
shorts,Category,poolside shorts,3040,4.69%,"$10,839.85"
soft jersey,Collections,soft jersey,9222,26.14%,"$228,025.60"
yoga,Activity,reversible yoga mat,3178,12.90%,"$30,388.70"
hold tight,Collections,hold tight long sleeve,8619,24.57%,"$173,019.35"
long,Length,hold tight long sleeve,8619,24.57%,"$173,019.35"
drysense,Collections,drysense hoodie,4226,19.70%,"$73,803.00"
base pace,Collections,base pace leggings,4360,18.54%,"$58,296.95"
leggings,Category,base pace leggings,4360,18.54%,"$58,296.95"
power pivot,Collections,power pivot tank,3622,3.42%,"$3,584.90"
grey,Color Family,grey shirt,4675,3.87%,"$12,894.70"
align,Collections,align long sleeve,4583,6.67%,"$13,793.75"
long,Length,align long sleeve,4583,6.67%,"$13,793.75"
everywhere,Collections,everywhere bag 1l,4189,19.27%,"$37,339.00"
align,Collections,align high rise jogger,5707,26.88%,"$146,187.10"
rhino grey,Color name,rhino grey,5560,9.96%,"$48,943.50"
grey,Color Family,rhino grey,5560,9.96%,"$48,943.50"
underwear,Category,Men’s underwear,4817,23.24%,"$101,308.20"
align,Collections,align biker shorts,4921,7.08%,"$23,058.95"
shorts,Category,align biker shorts,4921,7.08%,"$23,058.95"
grey,Color Family,grey leggings,3502,6.26%,"$22,973.35"
leggings,Category,grey leggings,3502,6.26%,"$22,973.35"
ebb to street,Collections,ebb to street tank top,4448,20.02%,"$58,822.43"
define,Collections,define jackets,6315,8.99%,"$64,971.25"
align,Collections,"align short 6""",2921,8.28%,"$16,517.35"
short,Length,"align short 6""",2921,8.28%,"$16,517.35"
"6""",Inseam,"align short 6""",2921,8.28%,"$16,517.35"
white,Color name,white shirt,4479,10.29%,"$31,291.00"
pants,Category,wide leg pants,3969,8.20%,"$41,150.55"
love,Collections,love tee,4022,12.39%,"$33,763.15"
running,Activity,running leggings,3298,11.19%,"$40,272.45"
leggings,Category,running leggings,3298,11.19%,"$40,272.45"
perfectly oversized,Collections,perfectly oversized,4481,10.88%,"$46,724.75"
license to train,Collections,license to train jogger,6226,25.71%,"$197,371.08"
yoga,Activity,yoga yoga mats,3861,20.88%,"$68,192.45"
yoga,Activity,yoga yoga mats,3861,20.88%,"$68,192.45"
yoga mats,Category,yoga yoga mats,3861,20.88%,"$68,192.45"
groove,Collections,groove flare,6355,17.36%,"$118,128.30"
purple,Color Family,purple shorts,3247,4.46%,"$9,405.85"
shorts,Category,purple shorts,3247,4.46%,"$9,405.85"
energy,Collections,longline energy bra,3908,13.52%,"$34,063.35"
golf,Activity,golf polo,3543,13.33%,"$37,105.55"
swiftly,Collections,swiftly tech shirt,3990,9.15%,"$27,273.65"
cropped,Length,nulu cropped define jacket,5660,23.74%,"$151,986.85"
define,Collections,nulu cropped define jacket,5660,23.74%,"$151,986.85"
align,Collections,align pocket,4253,15.20%,"$78,633.00"
define,Collections,hooded define jacket,5255,15.79%,"$100,814.80"
capris,Category,capris,2702,10.69%,"$32,387.05"
orange,Color Family,orange shorts,3194,3.27%,"$6,195.15"
shorts,Category,orange shorts,3194,3.27%,"$6,195.15"
joggers,Category,mens joggers,5602,24.60%,"$172,608.25"
contour,Color name,contour fit,3240,7.89%,"$23,754.95"
yoga,Activity,yoga towel,4897,19.91%,"$43,054.70"
sweaters,Category,sweaters,4243,10.58%,"$52,095.04"
shorts,Category,shorts with pockets,2944,11.81%,"$29,221.55"
socks,Category,men's socks,6273,37.36%,"$110,455.05"
black,Color name,black align tank,4964,11.47%,"$37,728.85"
align,Collections,black align tank,4964,11.47%,"$37,728.85"
dusty clay,Color name,dusty clay,2655,8.01%,"$11,625.55"
cropped,Length,cropped tank tops,2630,4.96%,"$8,241.50"
tank tops,Category,cropped tank tops,2630,4.96%,"$8,241.50"
hotty hot,Collections,hotty hot 4,4919,16.13%,"$53,617.00"
4,Size,hotty hot 4,4919,16.13%,"$53,617.00"
cropped,Length,cropped hoodie,4174,8.95%,"$43,908.00"
french press,Color name,french press,3038,3.69%,"$7,029.90"
all yours,Collections,all yours tank,3122,14.98%,"$24,786.30"
leggings,Category,tie dye leggings,3415,7.52%,"$23,268.75"
pink,Color Family,pink bag,4513,15.82%,"$33,612.80"
energy,Collections,energy longline,4784,15.93%,"$44,320.40"
define,Collections,hooded define,4168,9.03%,"$43,322.15"
black,Color name,black jacket,4557,9.78%,"$58,153.00"
pink,Color Family,pink water bottle,5224,11.84%,"$28,030.35"
swiftly,Collections,swiftly tech short,5129,25.95%,"$94,941.37"
short,Length,swiftly tech short,5129,25.95%,"$94,941.37"
yoga,Activity,yoga top,3062,11.91%,"$21,973.80"
black,Color name,black shirt,3983,6.73%,"$18,568.90"
red,Color Family,red skirt,2914,8.80%,"$18,999.60"
icing blue,Color name,icing blue,2411,4.26%,"$5,694.90"
blue,Color Family,icing blue,2411,4.26%,"$5,694.90"
shirts,Category,tee shirts,3853,13.56%,"$44,055.25"
green,Color Family,green leggings,3222,5.98%,"$17,466.60"
leggings,Category,green leggings,3222,5.98%,"$17,466.60"
long,Length,women's long sleeve shirts,3528,16.12%,"$49,656.10"
long sleeve shirts,Category,women's long sleeve shirts,3528,16.12%,"$49,656.10"
shirts,Category,women's long sleeve shirts,3528,16.12%,"$49,656.10"
shirts,Category,womens shirts,3618,9.30%,"$25,559.35"
energy,Collections,energy longline bra,4981,24.08%,"$73,396.80"
abc,Collections,abc slim fit pant,5456,29.58%,"$236,204.25"
